order_number,order_date,item_name,quantity,product_price,total_products
6484,24/08/2017 19:34,Plain Naan,1,2.6,8
6473,23/08/2017 18:17,Plain Naan,1,2.6,7
6472,23/08/2017 17:09,Plain Naan,1,2.6,8
6469,22/08/2017 20:10,Tandoori Roti,1,2.6,5
6461,22/08/2017 15:45,Plain Naan,1,2.6,6
6431,19/08/2017 19:03,Plain Naan,1,2.6,6
6416,18/08/2017 18:40,Plain Naan,1,2.6,9
6411,18/08/2017 18:02,Plain Naan,1,2.6,7
6408,18/08/2017 12:05,Plain Naan,1,2.6,9
6401,17/08/2017 18:45,Plain Naan,1,2.6,4
6398,17/08/2017 18:29,Plain Naan,1,2.6,5
6397,17/08/2017 18:12,Plain Naan,1,2.6,7
6387,16/08/2017 17:16,Plain Naan,1,2.6,5
6383,15/08/2017 19:01,Plain Naan,1,2.6,5
6379,15/08/2017 18:13,Plain Naan,1,2.6,8
6370,13/08/2017 20:23,Plain Naan,1,2.6,4
6368,13/08/2017 19:55,Plain Naan,1,2.6,5
6341,11/08/2017 19:06,Plain Naan,1,2.6,13
6302,06/08/2017 18:14,Plain Naan,1,2.6,6
6293,05/08/2017 20:13,Plain Naan,1,2.6,5
6292,05/08/2017 20:09,Plain Naan,1,2.6,5
6289,05/08/2017 19:42,Plain Naan,1,2.6,7
6286,05/08/2017 18:38,Plain Naan,2,2.6,9
6278,04/08/2017 21:35,Plain Naan,1,2.6,7
6267,04/08/2017 18:14,Plain Naan,2,2.6,10
6246,02/08/2017 15:34,Plain Naan,1,2.6,8
6242,01/08/2017 17:59,Plain Naan,1,2.6,5
6234,30/07/2017 19:45,Plain Naan,1,2.6,5
6224,30/07/2017 12:07,Plain Naan,1,2.6,5
6219,29/07/2017 19:45,Plain Naan,1,2.6,7
6160,23/07/2017 19:10,Plain Naan,1,2.6,9
6124,21/07/2017 18:18,Plain Naan,2,2.6,6
6116,20/07/2017 20:13,Plain Naan,1,2.6,4
6106,19/07/2017 18:48,Plain Naan,1,2.6,4
6104,19/07/2017 18:26,Plain Naan,2,2.6,7
6101,19/07/2017 17:51,Tandoori Roti,1,2.6,5
6099,18/07/2017 22:22,Plain Naan,1,2.6,4
6044,14/07/2017 19:16,Plain Naan,2,2.6,5
6038,14/07/2017 18:50,Plain Naan,1,2.6,6
6031,14/07/2017 17:04,Plain Naan,1,2.6,4
6023,13/07/2017 18:57,Plain Naan,1,2.6,8
6022,13/07/2017 18:03,Plain Naan,1,2.6,8
6010,11/07/2017 19:34,Plain Naan,1,2.6,7
5987,09/07/2017 18:24,Plain Naan,2,2.6,3
5964,08/07/2017 18:04,Plain Naan,1,2.6,8
5931,04/07/2017 19:12,Plain Naan,1,2.6,8
5913,03/07/2017 18:29,Plain Naan,1,2.6,8
5902,02/07/2017 17:46,Plain Naan,1,2.6,9
5897,01/07/2017 20:14,Plain Naan,1,2.6,6
5896,01/07/2017 19:50,Plain Naan,1,2.6,7
5895,01/07/2017 19:42,Plain Naan,1,2.6,8
5870,30/06/2017 18:19,Plain Naan,1,2.6,6
5868,30/06/2017 12:29,Plain Naan,2,2.6,6
5862,29/06/2017 19:58,Plain Naan,1,2.6,7
5851,27/06/2017 21:52,Plain Naan,1,2.6,3
5832,26/06/2017 18:22,Plain Naan,1,2.6,6
5831,26/06/2017 17:36,Plain Naan,1,2.6,5
5820,25/06/2017 17:59,Plain Naan,1,2.6,21
5808,24/06/2017 19:28,Plain Naan,1,2.6,6
5789,23/06/2017 19:20,Plain Naan,1,2.6,4
5786,23/06/2017 18:43,Plain Naan,1,2.6,11
5780,23/06/2017 17:42,Plain Naan,1,2.6,7
5754,19/06/2017 18:10,Plain Naan,1,2.6,6
5750,18/06/2017 18:49,Plain Naan,1,2.6,5
5737,17/06/2017 18:43,Plain Naan,2,2.6,9
5714,14/06/2017 18:33,Tandoori Roti,1,2.6,6
5710,13/06/2017 21:28,Tandoori Roti,1,2.6,5
5709,13/06/2017 19:39,Plain Naan,1,2.6,4
5696,11/06/2017 18:59,Plain Naan,1,2.6,4
5678,10/06/2017 16:46,Plain Naan,1,2.6,6
5674,09/06/2017 20:42,Plain Naan,1,2.6,4
5673,09/06/2017 20:39,Plain Naan,1,2.6,4
5666,09/06/2017 12:24,Plain Naan,1,2.6,6
5653,07/06/2017 18:22,Plain Naan,1,2.6,5
5644,06/06/2017 18:10,Plain Naan,2,2.6,4
5642,05/06/2017 20:14,Plain Naan,1,2.6,5
5606,03/06/2017 18:18,Plain Naan,1,2.6,5
5603,02/06/2017 20:36,Plain Naan,3,2.6,16
5587,01/06/2017 21:10,Plain Naan,1,2.6,10
5586,01/06/2017 20:37,Plain Naan,1,2.6,5
5579,31/05/2017 20:09,Plain Naan,1,2.6,5
5571,30/05/2017 19:30,Tandoori Roti,1,2.6,5
5555,29/05/2017 17:40,Plain Naan,1,2.6,4
5524,26/05/2017 19:24,Plain Naan,1,2.6,6
5517,26/05/2017 16:49,Plain Naan,2,2.6,6
5502,24/05/2017 17:50,Tandoori Roti,1,2.6,5
5501,24/05/2017 17:46,Plain Naan,1,2.6,6
5500,24/05/2017 17:23,Plain Naan,2,2.6,6
5484,20/05/2017 22:00,Plain Naan,2,2.6,4
5481,20/05/2017 19:30,Plain Naan,1,2.6,8
5478,20/05/2017 18:59,Plain Naan,1,2.6,7
5457,18/05/2017 19:34,Plain Naan,1,2.6,7
5455,18/05/2017 18:44,Plain Naan,1,2.6,15
5437,15/05/2017 21:18,Plain Naan,1,2.6,10
5431,14/05/2017 18:57,Plain Naan,1,2.6,5
5430,14/05/2017 18:49,Plain Naan,1,2.6,8
5420,13/05/2017 19:29,Plain Naan,1,2.6,5
5419,13/05/2017 19:12,Plain Naan,1,2.6,9
5405,12/05/2017 19:16,Plain Naan,1,2.6,6
5400,12/05/2017 17:53,Plain Naan,1,2.6,7
5393,11/05/2017 18:30,Tandoori Roti,1,2.6,5
5372,08/05/2017 18:49,Plain Naan,1,2.6,5
5367,07/05/2017 21:53,Tandoori Roti,1,2.6,3
5358,07/05/2017 17:29,Plain Naan,1,2.6,8
5357,07/05/2017 11:51,Plain Naan,2,2.6,6
5338,05/05/2017 20:05,Tandoori Roti,1,2.6,4
5282,29/04/2017 20:36,Plain Naan,1,2.6,7
5272,29/04/2017 17:39,Plain Naan,1,2.6,4
5268,29/04/2017 17:17,Plain Naan,1,2.6,6
5266,28/04/2017 20:27,Tandoori Roti,1,2.6,6
5264,28/04/2017 19:57,Plain Naan,1,2.6,7
5253,28/04/2017 18:03,Plain Naan,2,2.6,8
5252,28/04/2017 17:55,Plain Naan,1,2.6,4
5207,23/04/2017 19:30,Plain Naan,1,2.6,11
5206,23/04/2017 19:32,Plain Naan,1,2.6,6
5175,21/04/2017 20:10,Plain Naan,1,2.6,8
5151,19/04/2017 18:59,Plain Naan,2,2.6,5
5121,16/04/2017 19:23,Plain Naan,2,2.6,3
5115,16/04/2017 13:35,Tandoori Roti,2,2.6,4
5098,15/04/2017 13:03,Plain Naan,2,2.6,6
5094,14/04/2017 20:11,Plain Naan,2,2.6,6
5091,14/04/2017 19:31,Plain Naan,1,2.6,6
5080,13/04/2017 21:57,Plain Naan,2,2.6,5
5075,13/04/2017 18:41,Plain Naan,1,2.6,6
5051,11/04/2017 17:41,Plain Naan,1,2.6,4
5026,08/04/2017 19:10,Plain Naan,1,2.6,7
5006,07/04/2017 18:21,Plain Naan,1,2.6,5
4998,06/04/2017 18:12,Plain Naan,1,2.6,11
4980,03/04/2017 18:03,Plain Naan,1,2.6,9
4965,01/04/2017 20:49,Plain Naan,2,2.6,4
4963,01/04/2017 20:18,Plain Naan,1,2.6,10
4952,01/04/2017 18:57,Plain Naan,1,2.6,13
4949,01/04/2017 18:26,Plain Naan,1,2.6,11
4934,31/03/2017 18:42,Plain Naan,1,2.6,11
4915,29/03/2017 19:23,Plain Naan,1,2.6,4
4905,28/03/2017 11:44,Plain Naan,4,2.6,4
4902,27/03/2017 20:34,Plain Naan,1,2.6,7
4879,25/03/2017 19:16,Plain Naan,1,2.6,6
4878,25/03/2017 18:16,Plain Naan,1,2.6,7
4852,23/03/2017 18:32,Plain Naan,1,2.6,6
4840,21/03/2017 18:41,Plain Naan,1,2.6,6
4836,20/03/2017 19:21,Plain Naan,1,2.6,6
4830,19/03/2017 19:25,Plain Naan,1,2.6,7
4816,18/03/2017 18:34,Plain Naan,4,2.6,6
4811,18/03/2017 16:31,Plain Naan,2,2.6,7
4802,17/03/2017 19:47,Plain Naan,1,2.6,7
4794,17/03/2017 18:59,Plain Naan,1,2.6,8
4786,16/03/2017 18:34,Plain Naan,1,2.6,4
4770,14/03/2017 20:34,Tandoori Roti,1,2.6,4
4749,11/03/2017 18:44,Plain Naan,1,2.6,5
4748,11/03/2017 18:20,Plain Naan,1,2.6,5
4738,10/03/2017 19:17,Plain Naan,1,2.6,9
4736,10/03/2017 18:36,Tandoori Roti,1,2.6,5
4733,10/03/2017 18:19,Plain Naan,1,2.6,4
4726,09/03/2017 11:54,Plain Naan,1,2.6,4
4720,07/03/2017 18:08,Plain Naan,1,2.6,5
4708,05/03/2017 17:42,Plain Naan,1,2.6,6
4703,04/03/2017 19:41,Plain Naan,1,2.6,6
4689,03/03/2017 18:19,Plain Naan,1,2.6,6
4681,02/03/2017 18:45,Plain Naan,1,2.6,3
4670,27/02/2017 20:56,Plain Naan,1,2.6,6
4665,26/02/2017 19:01,Plain Naan,1,2.6,4
4648,25/02/2017 17:15,Plain Naan,1,2.6,8
4630,23/02/2017 18:26,Tandoori Roti,1,2.6,6
4629,23/02/2017 18:21,Plain Naan,1,2.6,8
4611,19/02/2017 18:46,Plain Naan,1,2.6,7
4585,17/02/2017 18:57,Plain Naan,1,2.6,4
4582,17/02/2017 18:31,Tandoori Roti,1,2.6,5
4564,15/02/2017 19:42,Plain Naan,1,2.6,7
4556,14/02/2017 19:24,Plain Naan,1,2.6,11
4554,14/02/2017 18:42,Plain Naan,1,2.6,6
4516,10/02/2017 19:10,Plain Naan,1,2.6,5
4513,10/02/2017 18:32,Tandoori Roti,1,2.6,5
4511,10/02/2017 18:22,Plain Naan,2,2.6,11
4501,09/02/2017 17:12,Plain Naan,2,2.6,7
4493,07/02/2017 20:00,Plain Naan,4,2.6,7
4490,07/02/2017 17:40,Plain Naan,1,2.6,8
4472,04/02/2017 19:38,Plain Naan,1,2.6,7
4461,04/02/2017 17:33,Plain Naan,1,2.6,7
4451,03/02/2017 17:10,Plain Naan,2,2.6,6
4442,01/02/2017 19:13,Plain Naan,1,2.6,7
4437,01/02/2017 16:54,Plain Naan,2,2.6,4
4433,31/01/2017 18:20,Plain Naan,1,2.6,5
4431,31/01/2017 17:47,Plain Naan,1,2.6,8
4419,28/01/2017 20:40,Plain Naan,1,2.6,10
4417,28/01/2017 19:24,Plain Naan,1,2.6,6
4416,28/01/2017 19:14,Plain Naan,1,2.6,4
4406,28/01/2017 17:09,Plain Naan,1,2.6,5
4359,25/01/2017 12:27,Plain Naan,2,2.6,9
4351,23/01/2017 19:12,Tandoori Roti,1,2.6,7
4334,21/01/2017 18:43,Plain Naan,1,2.6,7
4326,20/01/2017 19:51,Plain Naan,1,2.6,5
4325,20/01/2017 19:26,Plain Naan,2,2.6,4
4300,18/01/2017 17:39,Plain Naan,1,2.6,7
4266,13/01/2017 17:56,Plain Naan,1,2.6,6
4265,13/01/2017 17:39,Plain Naan,1,2.6,6
4254,11/01/2017 19:12,Plain Naan,4,2.6,4
4247,09/01/2017 17:56,Plain Naan,1,2.6,6
4242,08/01/2017 19:12,Plain Naan,1,2.6,4
4240,08/01/2017 18:38,Plain Naan,1,2.6,9
4233,08/01/2017 16:56,Plain Naan,1,2.6,6
4205,06/01/2017 18:28,Tandoori Roti,1,2.6,5
4202,06/01/2017 17:55,Plain Naan,1,2.6,3
4191,04/01/2017 18:10,Plain Naan,1,2.6,7
4179,03/01/2017 19:41,Plain Naan,1,2.6,8
4170,02/01/2017 19:12,Plain Naan,1,2.6,7
4153,01/01/2017 17:31,Plain Naan,4,2.6,9
4152,31/12/2016 21:45,Plain Naan,1,2.6,12
4150,31/12/2016 20:26,Plain Naan,1,2.6,11
4142,31/12/2016 18:57,Plain Naan,1,2.6,8
4139,31/12/2016 18:26,Tandoori Roti,1,2.6,5
4129,30/12/2016 21:35,Plain Naan,1,2.6,6
4126,30/12/2016 20:01,Plain Naan,1,2.6,8
4125,30/12/2016 18:42,Plain Naan,1,2.6,4
4122,30/12/2016 17:18,Plain Naan,1,2.6,4
4118,29/12/2016 19:32,Plain Naan,1,2.6,10
4116,29/12/2016 18:08,Plain Naan,1,2.6,8
4107,28/12/2016 17:12,Plain Naan,1,2.6,9
4102,27/12/2016 20:36,Plain Naan,3,2.6,5
4098,27/12/2016 18:02,Plain Naan,1,2.6,9
4095,27/12/2016 17:33,Plain Naan,1,2.6,7
4090,25/12/2016 18:49,Plain Naan,3,2.6,5
4041,20/12/2016 18:28,Plain Naan,2,2.6,8
4037,20/12/2016 18:11,Plain Naan,2,2.6,6
4030,18/12/2016 19:23,Plain Naan,1,2.6,4
4021,18/12/2016 11:50,Plain Naan,1,2.6,6
4012,17/12/2016 19:02,Plain Naan,2,2.6,3
3992,16/12/2016 18:52,Plain Naan,1,2.6,5
3984,15/12/2016 20:08,Plain Naan,1,2.6,5
3980,15/12/2016 18:17,Plain Naan,1,2.6,9
3976,15/12/2016 08:35,Plain Naan,2,2.6,35
3971,13/12/2016 17:55,Plain Naan,3,2.6,8
3967,12/12/2016 19:43,Plain Naan,1,2.6,11
3947,10/12/2016 18:44,Plain Naan,1,2.6,10
3945,10/12/2016 18:16,Plain Naan,1,2.6,5
3931,09/12/2016 18:50,Tandoori Roti,1,2.6,5
3924,09/12/2016 16:58,Plain Naan,2,2.6,9
3916,07/12/2016 17:25,Plain Naan,1,2.6,6
3912,06/12/2016 19:34,Plain Naan,1,2.6,6
3910,06/12/2016 17:46,Plain Naan,1,2.6,5
3909,05/12/2016 19:44,Tandoori Roti,1,2.6,10
3908,05/12/2016 18:15,Plain Naan,1,2.6,13
3893,03/12/2016 22:12,Plain Naan,1,2.6,5
3891,03/12/2016 19:42,Plain Naan,2,2.6,6
3877,02/12/2016 20:02,Plain Naan,1,2.6,6
3873,02/12/2016 18:40,Tandoori Roti,1,2.6,5
3859,01/12/2016 17:53,Plain Naan,1,2.6,5
3858,01/12/2016 17:23,Plain Naan,1,2.6,4
3843,29/11/2016 20:04,Plain Naan,1,2.6,5
3840,28/11/2016 20:40,Plain Naan,1,2.6,5
3839,28/11/2016 20:36,Plain Naan,1,2.6,5
3834,27/11/2016 19:01,Tandoori Roti,1,2.6,7
3823,26/11/2016 19:29,Plain Naan,1,2.6,7
3818,26/11/2016 18:22,Plain Naan,2,2.6,10
3806,25/11/2016 19:46,Plain Naan,2,2.6,3
3798,25/11/2016 13:28,Plain Naan,1,2.6,6
3786,23/11/2016 18:12,Plain Naan,1,2.6,5
3784,23/11/2016 17:40,Plain Naan,1,2.6,6
3779,22/11/2016 18:58,Plain Naan,2,2.6,8
3778,22/11/2016 18:28,Plain Naan,1,2.6,12
3776,21/11/2016 20:15,Plain Naan,1,2.6,3
3775,21/11/2016 20:13,Plain Naan,1,2.6,5
3771,21/11/2016 18:23,Plain Naan,1,2.6,5
3755,19/11/2016 20:24,Plain Naan,1,2.6,11
3751,19/11/2016 18:53,Plain Naan,1,2.6,5
3750,19/11/2016 18:45,Plain Naan,1,2.6,7
3736,18/11/2016 18:35,Tandoori Roti,1,2.6,5
3734,18/11/2016 17:55,Plain Naan,1,2.6,4
3733,18/11/2016 13:08,Plain Naan,1,2.6,4
3713,15/11/2016 20:53,Plain Naan,4,2.6,4
3709,14/11/2016 20:17,Plain Naan,1,2.6,5
3707,14/11/2016 17:39,Plain Naan,2,2.6,3
3690,12/11/2016 19:44,Plain Naan,1,2.6,5
3687,12/11/2016 19:02,Plain Naan,1,2.6,11
3673,11/11/2016 19:23,Plain Naan,1,2.6,6
3670,11/11/2016 18:52,Plain Naan,2,2.6,5
3666,11/11/2016 17:00,Plain Naan,1,2.6,6
3662,10/11/2016 19:15,Plain Naan,1,2.6,9
3661,10/11/2016 18:58,Plain Naan,1,2.6,14
3651,09/11/2016 17:29,Plain Naan,1,2.6,9
3650,09/11/2016 17:23,Plain Naan,1,2.6,6
3646,08/11/2016 18:08,Plain Naan,2,2.6,6
3636,06/11/2016 18:46,Plain Naan,1,2.6,5
3625,05/11/2016 20:55,Plain Naan,3,2.6,4
3612,05/11/2016 18:29,Plain Naan,1,2.6,6
3610,05/11/2016 18:01,Plain Naan,1,2.6,4
3602,04/11/2016 19:24,Plain Naan,2,2.6,7
3584,01/11/2016 18:46,Plain Naan,1,2.6,2
3583,01/11/2016 17:44,Plain Naan,1,2.6,3
3581,01/11/2016 11:37,Plain Naan,1,2.6,6
3580,31/10/2016 21:48,Plain Naan,2,2.6,7
3579,31/10/2016 21:43,Plain Naan,2,2.6,7
3570,30/10/2016 19:50,Plain Naan,6,2.6,9
3568,30/10/2016 18:19,Plain Naan,1,2.6,11
3566,30/10/2016 18:05,Plain Naan,1,2.6,5
3563,30/10/2016 17:47,Plain Naan,1,2.6,4
3560,29/10/2016 22:32,Tandoori Roti,2,2.6,7
3559,29/10/2016 21:30,Plain Naan,1,2.6,4
3553,29/10/2016 18:50,Plain Naan,1,2.6,6
3544,28/10/2016 21:15,Plain Naan,1,2.6,6
3509,23/10/2016 18:35,Plain Naan,1,2.6,3
3489,22/10/2016 19:04,Tandoori Roti,1,2.6,8
3478,21/10/2016 18:43,Plain Naan,1,2.6,9
3474,21/10/2016 17:12,Plain Naan,1,2.6,6
3464,20/10/2016 17:00,Plain Naan,1,2.6,5
3462,19/10/2016 18:27,Plain Naan,1,2.6,8
3461,19/10/2016 18:03,Plain Naan,2,2.6,4
3459,18/10/2016 20:12,Plain Naan,1,2.6,6
3456,17/10/2016 19:52,Plain Naan,1,2.6,3
3444,16/10/2016 19:08,Plain Naan,1,2.6,6
3436,16/10/2016 16:32,Plain Naan,1,2.6,6
3433,15/10/2016 20:19,Plain Naan,1,2.6,7
3428,15/10/2016 19:28,Plain Naan,1,2.6,10
3394,14/10/2016 17:31,Plain Naan,1,2.6,3
3386,13/10/2016 19:39,Plain Naan,1,2.6,10
3370,11/10/2016 11:30,Plain Naan,1,2.6,7
3365,10/10/2016 18:59,Plain Naan,1,2.6,8
3324,06/10/2016 19:36,Plain Naan,1,2.6,7
3323,06/10/2016 19:18,Plain Naan,1,2.6,7
3316,04/10/2016 19:00,Plain Naan,1,2.6,8
3302,02/10/2016 16:48,Plain Naan,1,2.6,8
3287,01/10/2016 18:48,Plain Naan,1,2.6,8
3274,30/09/2016 19:34,Plain Naan,1,2.6,5
3258,27/09/2016 21:55,Plain Naan,1,2.6,7
3256,27/09/2016 19:55,Plain Naan,1,2.6,6
3250,26/09/2016 18:39,Plain Naan,1,2.6,3
3221,24/09/2016 18:46,Plain Naan,2,2.6,9
3218,24/09/2016 18:18,Plain Naan,1,2.6,15
3217,24/09/2016 18:02,Plain Naan,2,2.6,9
3187,18/09/2016 19:01,Tandoori Roti,1,2.6,9
3184,18/09/2016 18:40,Plain Naan,1,2.6,6
3180,18/09/2016 16:23,Plain Naan,1,2.6,10
3158,16/09/2016 17:24,Plain Naan,6,2.6,2
3155,15/09/2016 20:19,Plain Naan,2,2.6,5
3143,12/09/2016 20:50,Plain Naan,4,2.6,3
3142,12/09/2016 18:43,Plain Naan,2,2.6,7
3140,12/09/2016 17:24,Plain Naan,2,2.6,14
3131,10/09/2016 19:36,Plain Naan,1,2.6,7
3125,10/09/2016 17:41,Plain Naan,1,2.6,9
3118,09/09/2016 18:46,Tandoori Roti,1,2.6,1
3112,08/09/2016 19:46,Plain Naan,1,2.6,5
3107,07/09/2016 18:54,Plain Naan,1,2.6,3
3104,06/09/2016 19:03,Plain Naan,1,2.6,4
3086,03/09/2016 21:26,Plain Naan,1,2.6,7
3084,03/09/2016 20:14,Plain Naan,1,2.6,5
3072,03/09/2016 17:07,Plain Naan,1,2.6,10
3064,02/09/2016 18:23,Plain Naan,1,2.6,5
3050,30/08/2016 20:33,Plain Naan,1,2.6,4
3044,29/08/2016 18:39,Plain Naan,1,2.6,8
3036,28/08/2016 18:46,Plain Naan,1,2.6,7
3034,28/08/2016 18:23,Plain Naan,1,2.6,8
3029,27/08/2016 17:11,Plain Naan,1,2.6,15
3023,26/08/2016 19:46,Plain Naan,4,2.6,5
3019,26/08/2016 18:38,Plain Naan,1,2.6,4
3016,26/08/2016 17:50,Tandoori Roti,1,2.6,5
3003,24/08/2016 16:29,Plain Naan,6,2.6,6
2992,22/08/2016 18:58,Plain Naan,1,2.6,5
2991,22/08/2016 18:39,Plain Naan,1,2.6,5
2989,21/08/2016 19:38,Plain Naan,1,2.6,8
2962,19/08/2016 21:47,Tandoori Roti,2,2.6,5
2898,11/08/2016 19:07,Plain Naan,1,2.6,6
2881,09/08/2016 19:12,Plain Naan,1,2.6,5
2868,07/08/2016 18:30,Tandoori Roti,1,2.6,7
2863,06/08/2016 20:29,Plain Naan,1,2.6,6
2853,05/08/2016 20:26,Plain Naan,1,2.6,8
2848,05/08/2016 18:18,Plain Naan,1,2.6,3
2839,04/08/2016 12:26,Plain Naan,3,2.6,9
2810,30/07/2016 20:25,Plain Naan,1,2.6,7
2809,30/07/2016 19:25,Plain Naan,1,2.6,7
2770,23/07/2016 20:02,Plain Naan,1,2.6,8
2748,21/07/2016 19:41,Plain Naan,2,2.6,11
2725,17/07/2016 21:57,Plain Naan,1,2.6,3
2707,18/06/2016 18:38,Plain Naan,1,2.6,6
2703,17/06/2016 21:45,Plain Naan,1,2.6,6
2701,17/06/2016 20:20,Plain Naan,1,2.6,6
2697,17/06/2016 19:09,Plain Naan,1,2.6,9
2676,12/06/2016 18:08,Plain Naan,1,2.6,8
2675,12/06/2016 17:50,Plain Naan,1,2.6,9
2670,11/06/2016 18:16,Plain Naan,1,2.6,4
2652,09/06/2016 19:06,Plain Naan,1,2.6,3
2645,06/06/2016 21:10,Plain Naan,1,2.6,9
2624,03/06/2016 19:40,Plain Naan,1,2.6,9
2617,02/06/2016 21:19,Plain Naan,3,2.6,4
2596,30/05/2016 17:17,Plain Naan,1,2.6,10
2579,28/05/2016 17:03,Plain Naan,1,2.6,8
2572,27/05/2016 19:41,Plain Naan,1,2.6,8
2549,24/05/2016 18:03,Plain Naan,1,2.6,8
2541,21/05/2016 20:13,Plain Naan,1,2.6,5
2531,20/05/2016 21:18,Plain Naan,1,2.6,5
2529,20/05/2016 18:39,Plain Naan,2,2.6,8
2496,14/05/2016 13:45,Plain Naan,2,2.6,9
2489,13/05/2016 19:18,Tandoori Roti,1,2.6,5
2470,10/05/2016 19:08,Plain Naan,1,2.6,6
2457,08/05/2016 16:35,Plain Naan,2,2.6,6
2453,07/05/2016 19:09,Plain Naan,2,2.6,6
2449,06/05/2016 21:34,Tandoori Roti,1,2.6,7
2444,06/05/2016 19:12,Plain Naan,1,2.6,7
2442,06/05/2016 18:29,Plain Naan,1,2.6,6
2439,06/05/2016 12:04,Plain Naan,2,2.6,15
2415,30/04/2016 19:28,Plain Naan,1,2.6,4
2382,24/04/2016 20:10,Plain Naan,1,2.6,8
2376,24/04/2016 17:14,Plain Naan,1,2.6,4
2363,23/04/2016 18:17,Plain Naan,1,2.6,8
2358,22/04/2016 20:49,Plain Naan,1,2.6,7
2336,20/04/2016 17:20,Plain Naan,1,2.6,5
2311,15/04/2016 19:44,Plain Naan,1,2.6,4
2309,15/04/2016 19:33,Tandoori Roti,1,2.6,5
2283,13/04/2016 12:40,Plain Naan,1,2.6,7
2254,08/04/2016 19:50,Plain Naan,2,2.6,10
2252,08/04/2016 19:06,Tandoori Roti,1,2.6,6
2237,02/04/2016 21:23,Plain Naan,1,2.6,7
2220,01/04/2016 18:52,Plain Naan,1,2.6,10
2205,29/03/2016 19:39,Plain Naan,3,2.6,15
2199,28/03/2016 18:52,Plain Naan,1,2.6,9
2196,28/03/2016 18:11,Plain Naan,3,2.6,6
2186,26/03/2016 18:58,Plain Naan,1,2.6,7
2150,23/03/2016 11:16,Plain Naan,1,2.6,5
2137,22/03/2016 19:54,Plain Naan,1,2.6,4
2129,20/03/2016 19:08,Plain Naan,1,2.6,8
2071,17/03/2016 18:30,Plain Naan,1,2.6,6
16050,30/07/2019 18:33,Raitha,1,2.95,12
16050,30/07/2019 18:33,Peshwari Naan,1,2.95,12
16050,30/07/2019 18:33,Pilau Rice,1,2.95,12
16049,30/07/2019 18:08,Raitha,1,2.95,10
16048,30/07/2019 18:01,Pilau Rice,1,2.95,6
16045,30/07/2019 17:12,Peshwari Naan,1,2.95,3
16044,30/07/2019 17:07,Peshwari Naan,1,2.95,3
16041,29/07/2019 22:21,Keema Naan,1,2.95,6
16038,29/07/2019 20:03,Pilau Rice,1,2.95,8
16037,29/07/2019 19:54,Peshwari Naan,1,2.95,5
16032,28/07/2019 21:44,Plain Rice,1,2.95,4
16030,28/07/2019 20:00,Pilau Rice,1,2.95,9
16030,28/07/2019 20:00,Garlic Naan,1,2.95,9
16018,28/07/2019 17:33,Bottle Coke,1,2.95,6
16009,27/07/2019 19:49,Pilau Rice,1,2.95,11
16008,27/07/2019 19:36,Pilau Rice,1,2.95,6
16007,27/07/2019 19:35,Pilau Rice,1,2.95,9
16007,27/07/2019 19:35,Onion Naan,2,2.95,9
16006,27/07/2019 19:35,Plain Rice,1,2.95,5
16005,27/07/2019 19:23,Pilau Rice,3,2.95,17
16005,27/07/2019 19:23,Garlic Naan,2,2.95,17
16003,27/07/2019 19:12,Garlic Naan,1,2.95,4
15998,27/07/2019 18:18,Pilau Rice,1,2.95,7
15992,27/07/2019 17:22,Green Salad,1,2.95,4
15990,27/07/2019 16:55,Garlic Naan,1,2.95,13
15986,26/07/2019 22:15,Pilau Rice,1,2.95,5
15985,26/07/2019 20:42,Pilau Rice,3,2.95,6
15983,26/07/2019 20:15,Pilau Rice,1,2.95,3
15974,26/07/2019 19:16,Pilau Rice,1,2.95,9
15971,26/07/2019 19:04,Plain Rice,2,2.95,10
15970,26/07/2019 18:59,Plain Rice,1,2.95,7
15969,26/07/2019 18:57,Plain Rice,1,2.95,6
15968,26/07/2019 18:53,Pilau Rice,1,2.95,4
15967,26/07/2019 18:32,Keema Naan,1,2.95,7
15961,26/07/2019 16:41,Pilau Rice,1,2.95,5
15947,25/07/2019 17:23,Keema Naan,1,2.95,5
15943,24/07/2019 21:46,Garlic Naan,1,2.95,5
15940,24/07/2019 20:02,Plain Rice,1,2.95,5
15939,24/07/2019 20:00,Garlic Naan,1,2.95,4
15935,23/07/2019 21:30,Pilau Rice,1,2.95,9
15918,21/07/2019 19:48,Garlic Naan,1,2.95,10
15918,21/07/2019 19:48,Pilau Rice,2,2.95,10
15914,21/07/2019 18:47,Pilau Rice,1,2.95,7
15905,21/07/2019 17:23,Plain Rice,1,2.95,4
15903,20/07/2019 21:41,Garlic Naan,2,2.95,4
15900,20/07/2019 21:17,Green Salad,2,2.95,9
15900,20/07/2019 21:17,Plain Rice,1,2.95,9
15897,20/07/2019 20:35,Pilau Rice,1,2.95,5
15888,20/07/2019 18:45,Plain Rice,2,2.95,9
15888,20/07/2019 18:45,Pilau Rice,1,2.95,9
15888,20/07/2019 18:45,Keema Naan,1,2.95,9
15881,20/07/2019 17:28,Onion Naan,1,2.95,6
15879,20/07/2019 16:55,Keema Naan,1,2.95,7
15879,20/07/2019 16:55,Pilau Rice,3,2.95,7
15878,19/07/2019 21:25,Garlic Naan,1,2.95,5
15874,19/07/2019 20:22,Pilau Rice,1,2.95,4
15872,19/07/2019 19:44,Peshwari Naan,1,2.95,12
15870,19/07/2019 19:29,Pilau Rice,1,2.95,6
